,filename,label,class,width,height,xmin,ymin,xmax,ymax
2849,56934.png,18,A33,68,53,0,0,68,53
2850,50155.png,17,A20,65,119,0,0,65,119
2851,24921.png,17,A20,52,82,0,0,52,82
2852,51754.png,17,A20,51,77,0,0,51,77
2853,50959.png,17,A20,55,110,0,0,55,110
2854,26609.png,17,A20,55,66,0,0,55,66
2855,36091.png,17,A20,40,75,0,0,40,75
2856,50455.png,17,A20,69,121,0,0,69,121
2857,13796.png,17,A20,48,79,0,0,48,79
2858,35457.png,17,A20,38,71,0,0,38,71
2860,55994.png,17,A20,62,105,0,0,62,105
2861,52071.png,17,A20,45,69,0,0,45,69
2862,23590.png,17,A20,59,96,0,0,59,96
2863,14951.png,17,A20,48,85,0,0,48,85
2864,14158.png,17,A20,46,71,0,0,46,71
2865,26825.png,17,A20,55,70,0,0,55,70
2866,49589.png,17,A20,60,108,0,0,60,108
2868,16302.png,17,A20,70,129,0,0,70,129
2869,18947.png,17,A20,38,72,0,0,38,72
2870,6603.png,17,A20,49,94,0,0,49,94
2871,12590.png,17,A20,53,94,0,0,53,94
2873,51215.png,17,A20,53,104,0,0,53,104
2874,11865.png,17,A20,52,99,0,0,52,99
2875,24022.png,17,A20,55,89,0,0,55,89
2876,47118.png,17,A20,49,93,0,0,49,93
2877,56018.png,17,A20,64,107,0,0,64,107
2878,56314.png,17,A20,57,83,0,0,57,83
2879,18460.png,17,A20,41,75,0,0,41,75
2881,18365.png,17,A20,41,74,0,0,41,74
2882,51770.png,17,A20,51,76,0,0,51,76
2884,26991.png,17,A20,52,75,0,0,52,75
2885,50606.png,17,A20,60,110,0,0,60,110
2886,46459.png,17,A20,51,101,0,0,51,101
2887,13624.png,17,A20,48,90,0,0,48,90
2888,51225.png,17,A20,53,103,0,0,53,103
2889,15481.png,17,A20,45,95,0,0,45,95
2890,48078.png,17,A20,55,89,0,0,55,89
2891,49802.png,17,A20,77,99,0,0,77,99
2892,55807.png,17,A20,62,92,0,0,62,92
2893,15134.png,17,A20,44,81,0,0,44,81
2894,55767.png,17,A20,66,97,0,0,66,97
2896,49741.png,17,A20,68,96,0,0,68,96
2897,16077.png,17,A20,56,112,0,0,56,112
2898,53073.png,17,A20,57,98,0,0,57,98
2899,39053.png,17,A20,48,88,0,0,48,88
2901,45271.png,17,A20,52,84,0,0,52,84
2902,19034.png,17,A20,43,80,0,0,43,80
2904,53523.png,17,A20,58,107,0,0,58,107
2906,52638.png,17,A20,46,97,0,0,46,97
2907,25488.png,17,A20,43,74,0,0,43,74
2908,14081.png,17,A20,48,73,0,0,48,73
2909,48916.png,17,A20,43,99,0,0,43,99
2911,50579.png,17,A20,60,106,0,0,60,106
2912,27076.png,17,A20,52,72,0,0,52,72
2913,52458.png,17,A20,43,95,0,0,43,95
2914,23558.png,17,A20,54,85,0,0,54,85
2915,26192.png,17,A20,41,72,0,0,41,72
2916,49890.png,17,A20,80,117,0,0,80,117
2918,39624.png,17,A20,43,85,0,0,43,85
2919,24086.png,17,A20,51,85,0,0,51,85
2922,50887.png,17,A20,53,105,0,0,53,105
2923,46866.png,17,A20,53,96,0,0,53,96
2926,14887.png,17,A20,47,85,0,0,47,85
2927,35928.png,17,A20,40,76,0,0,40,76
2928,43466.png,17,A20,35,79,0,0,35,79
2929,49955.png,17,A20,77,130,0,0,77,130
2930,27280.png,17,A20,53,79,0,0,53,79
2931,56195.png,17,A20,71,125,0,0,71,125
2932,24501.png,17,A20,53,90,0,0,53,90
2933,25518.png,17,A20,44,76,0,0,44,76
2934,23024.png,17,A20,36,96,0,0,36,96
2935,13658.png,17,A20,50,89,0,0,50,89
2938,50065.png,17,A20,67,118,0,0,67,118
2939,25729.png,17,A20,41,73,0,0,41,73
2942,56709.png,17,A20,48,98,0,0,48,98
2944,50519.png,17,A20,62,114,0,0,62,114
2945,46494.png,17,A20,46,91,0,0,46,91
2946,40161.png,17,A20,37,70,0,0,37,70
2947,16366.png,17,A20,70,137,0,0,70,137
2948,46349.png,17,A20,45,81,0,0,45,81
2949,14305.png,17,A20,49,81,0,0,49,81
2950,53091.png,17,A20,55,100,0,0,55,100
2951,13057.png,17,A20,44,94,0,0,44,94
2952,49728.png,17,A20,70,95,0,0,70,95
2955,44056.png,17,A20,40,94,0,0,40,94
2956,55939.png,17,A20,61,97,0,0,61,97
2959,55867.png,17,A20,62,94,0,0,62,94
2960,56099.png,17,A20,62,118,0,0,62,118
2961,13921.png,17,A20,47,73,0,0,47,73
2962,52482.png,17,A20,44,99,0,0,44,99
2963,26519.png,17,A20,49,65,0,0,49,65
2964,26445.png,17,A20,47,67,0,0,47,67
2965,13025.png,17,A20,45,97,0,0,45,97
2967,23182.png,17,A20,42,89,0,0,42,89
2969,47969.png,17,A20,60,94,0,0,60,94
2970,50570.png,17,A20,61,109,0,0,61,109
2971,48415.png,17,A20,49,93,0,0,49,93
2972,39339.png,17,A20,42,75,0,0,42,75
2973,45285.png,17,A20,49,81,0,0,49,81
2974,36133.png,17,A20,41,78,0,0,41,78
2975,18788.png,17,A20,36,69,0,0,36,69
2976,35168.png,17,A20,37,79,0,0,37,79
2977,7161.png,17,A20,60,110,0,0,60,110
2978,16013.png,17,A20,49,108,0,0,49,108
2981,14871.png,17,A20,48,86,0,0,48,86
2982,52012.png,17,A20,48,70,0,0,48,70
2983,13507.png,17,A20,50,94,0,0,50,94
2984,25677.png,17,A20,44,81,0,0,44,81
2985,56248.png,17,A20,76,106,0,0,76,106
2986,12709.png,17,A20,51,102,0,0,51,102
2987,7191.png,17,A20,62,108,0,0,62,108
2988,45813.png,17,A20,41,79,0,0,41,79
2989,13936.png,17,A20,49,73,0,0,49,73
2990,24487.png,17,A20,52,89,0,0,52,89
2992,51097.png,17,A20,53,105,0,0,53,105
2993,12327.png,17,A20,51,92,0,0,51,92
2994,49920.png,17,A20,81,125,0,0,81,125
2995,52947.png,17,A20,53,91,0,0,53,91
2996,53289.png,17,A20,60,103,0,0,60,103
2997,51801.png,17,A20,52,80,0,0,52,80
2999,53442.png,17,A20,56,104,0,0,56,104
3000,55285.png,22,B44,51,90,0,0,51,90
3001,34161.png,22,B44,41,88,0,0,41,88
3002,39108.png,22,B44,43,81,0,0,43,81
3003,54051.png,22,B44,50,94,0,0,50,94
3004,19027.png,22,B44,42,79,0,0,42,79
3005,35196.png,22,B44,38,69,0,0,38,69
3006,9312.png,22,B44,45,102,0,0,45,102
3007,52364.png,22,B44,55,91,0,0,55,91
3009,36949.png,22,B44,36,70,0,0,36,70
3010,62161.png,22,B44,41,92,0,0,41,92
3011,39206.png,22,B44,39,73,0,0,39,73
3012,44463.png,22,B44,42,87,0,0,42,87
3013,44217.png,22,B44,42,80,0,0,42,80
3015,52284.png,22,B44,57,95,0,0,57,95
3016,41559.png,22,B44,40,81,0,0,40,81
3017,55627.png,22,B44,55,84,0,0,55,84
3019,34316.png,22,B44,39,78,0,0,39,78
3022,57513.png,22,B44,48,88,0,0,48,88
3023,37183.png,22,B44,36,70,0,0,36,70
3024,61476.png,22,B44,45,95,0,0,45,95
3025,10217.png,22,B44,43,111,0,0,43,111
3026,55524.png,22,B44,48,84,0,0,48,84
3029,20747.png,22,B44,44,92,0,0,44,92
3030,55261.png,22,B44,50,91,0,0,50,91
3031,42088.png,22,B44,41,78,0,0,41,78
3033,33480.png,22,B44,43,96,0,0,43,96
3036,62812.png,22,B44,36,72,0,0,36,72
3037,9925.png,22,B44,46,109,0,0,46,109
3038,37167.png,22,B44,36,70,0,0,36,70
3040,30264.png,22,B44,44,83,0,0,44,83
3041,63164.png,22,B44,34,67,0,0,34,67
3042,44636.png,22,B44,42,92,0,0,42,92
3044,55152.png,22,B44,54,91,0,0,54,91
3045,42073.png,22,B44,41,78,0,0,41,78
3046,62375.png,22,B44,39,81,0,0,39,81
3047,61416.png,22,B44,45,94,0,0,45,94
3048,10968.png,22,B44,41,103,0,0,41,103
3049,51953.png,22,B44,48,84,0,0,48,84
3050,55401.png,22,B44,45,83,0,0,45,83
3051,8669.png,22,B44,44,106,0,0,44,106
3053,61401.png,22,B44,44,91,0,0,44,91
3054,38191.png,22,B44,42,85,0,0,42,85
3056,9241.png,22,B44,46,108,0,0,46,108
3058,40062.png,22,B44,38,73,0,0,38,73
3059,58104.png,22,B44,57,118,0,0,57,118
3060,32222.png,22,B44,46,88,0,0,46,88
3061,40279.png,22,B44,38,72,0,0,38,72
3062,59725.png,22,B44,43,93,0,0,43,93
3063,35725.png,22,B44,41,71,0,0,41,71
3064,19596.png,22,B44,49,103,0,0,49,103
3065,41897.png,22,B44,43,83,0,0,43,83
3066,19628.png,22,B44,47,102,0,0,47,102
3067,9032.png,22,B44,47,106,0,0,47,106
3068,44834.png,22,B44,43,91,0,0,43,91
3069,34670.png,22,B44,40,77,0,0,40,77
3070,34487.png,22,B44,42,83,0,0,42,83
3071,40361.png,22,B44,39,73,0,0,39,73
3073,55104.png,22,B44,53,86,0,0,53,86
3078,55252.png,22,B44,51,92,0,0,51,92
3079,61723.png,22,B44,39,92,0,0,39,92
3080,57769.png,22,B44,48,95,0,0,48,95
3081,33870.png,22,B44,45,86,0,0,45,86
3083,38456.png,22,B44,46,86,0,0,46,86
3084,54128.png,22,B44,46,94,0,0,46,94
3085,19662.png,22,B44,42,90,0,0,42,90
3087,33854.png,22,B44,46,86,0,0,46,86
3088,19105.png,22,B44,45,82,0,0,45,82
3089,39157.png,22,B44,42,79,0,0,42,79
3091,44802.png,22,B44,44,96,0,0,44,96
3092,61312.png,22,B44,47,106,0,0,47,106
3093,57430.png,22,B44,47,94,0,0,47,94
3095,36211.png,22,B44,41,72,0,0,41,72
3096,60090.png,22,B44,44,93,0,0,44,93
3098,44753.png,22,B44,42,92,0,0,42,92
3099,20720.png,22,B44,43,93,0,0,43,93
3100,60104.png,22,B44,44,91,0,0,44,91
3101,35217.png,22,B44,39,71,0,0,39,71
3102,42223.png,22,B44,42,74,0,0,42,74
3103,30469.png,22,B44,41,75,0,0,41,75
3104,42525.png,22,B44,54,85,0,0,54,85
3105,38836.png,22,B44,39,78,0,0,39,78
3107,41158.png,22,B44,39,74,0,0,39,74
3108,40774.png,22,B44,40,72,0,0,40,72
3110,54279.png,22,B44,44,98,0,0,44,98
3111,41031.png,22,B44,41,73,0,0,41,73
3112,20071.png,22,B44,42,104,0,0,42,104
3113,57486.png,22,B44,47,88,0,0,47,88
3116,8654.png,22,B44,44,107,0,0,44,107
3118,57821.png,22,B44,51,104,0,0,51,104
3119,55269.png,22,B44,50,91,0,0,50,91
3120,61753.png,22,B44,33,91,0,0,33,91
3121,40899.png,22,B44,39,69,0,0,39,69
3122,41464.png,22,B44,43,86,0,0,43,86
3123,35237.png,22,B44,39,71,0,0,39,71
3124,57402.png,22,B44,48,92,0,0,48,92
3125,10122.png,22,B44,44,113,0,0,44,113
3126,60298.png,22,B44,52,96,0,0,52,96
3128,62678.png,22,B44,37,77,0,0,37,77
3129,34607.png,22,B44,41,79,0,0,41,79
3131,57992.png,22,B44,50,109,0,0,50,109
3132,36712.png,22,B44,39,71,0,0,39,71
3133,38366.png,22,B44,42,82,0,0,42,82
3134,57500.png,22,B44,46,85,0,0,46,85
3136,34115.png,22,B44,42,89,0,0,42,89
3137,19545.png,22,B44,47,95,0,0,47,95
3138,60256.png,22,B44,49,95,0,0,49,95
3139,20296.png,22,B44,42,94,0,0,42,94
3140,34628.png,22,B44,42,83,0,0,42,83
3141,42455.png,22,B44,53,82,0,0,53,82
3145,37323.png,22,B44,42,70,0,0,42,70
3146,35938.png,22,B44,40,71,0,0,40,71
3147,20038.png,22,B44,42,100,0,0,42,100
3148,37428.png,22,B44,45,80,0,0,45,80
3150,16383.png,23,A31,55,118,0,0,55,118
3151,47687.png,23,A31,45,86,0,0,45,86
3152,26297.png,23,A31,35,61,0,0,35,61
3153,15348.png,23,A31,55,64,0,0,55,64
3154,47651.png,23,A31,42,80,0,0,42,80
3155,50254.png,23,A31,59,85,0,0,59,85
3156,47759.png,23,A31,43,82,0,0,43,82
3157,15263.png,23,A31,55,65,0,0,55,65
3158,16038.png,23,A31,47,96,0,0,47,96
3159,50800.png,23,A31,41,69,0,0,41,69
3160,16118.png,23,A31,51,99,0,0,51,99
3162,53225.png,23,A31,37,71,0,0,37,71
3163,14719.png,23,A31,49,67,0,0,49,67
3164,49635.png,23,A31,50,91,0,0,50,91
3165,50030.png,23,A31,57,92,0,0,57,92
3166,48154.png,23,A31,42,69,0,0,42,69
3167,52910.png,23,A31,46,77,0,0,46,77
3169,52982.png,23,A31,42,77,0,0,42,77
3170,17953.png,23,A31,33,63,0,0,33,63
3171,16284.png,23,A31,56,114,0,0,56,114
3173,53549.png,23,A31,44,76,0,0,44,76
3174,53782.png,23,A31,50,68,0,0,50,68
3175,18709.png,23,A31,48,53,0,0,48,53
3176,53666.png,23,A31,51,71,0,0,51,71
3177,56251.png,23,A31,56,90,0,0,56,90
3178,18038.png,23,A31,33,63,0,0,33,63
3179,26668.png,23,A31,37,56,0,0,37,56
3180,50848.png,23,A31,42,73,0,0,42,73
3181,56199.png,23,A31,64,91,0,0,64,91
3183,53387.png,23,A31,42,78,0,0,42,78
3184,50828.png,23,A31,46,82,0,0,46,82
3186,49929.png,23,A31,64,93,0,0,64,93
3187,47876.png,23,A31,45,84,0,0,45,84
3188,15942.png,23,A31,49,107,0,0,49,107
3190,26596.png,23,A31,37,60,0,0,37,60
3191,16166.png,23,A31,55,103,0,0,55,103
3192,18665.png,23,A31,36,55,0,0,36,55
3195,18739.png,23,A31,51,59,0,0,51,59
3196,50688.png,23,A31,55,86,0,0,55,86
3197,27718.png,23,A31,45,76,0,0,45,76
3198,49722.png,23,A31,49,89,0,0,49,89
3199,17428.png,23,A31,159,188,0,0,159,188
3202,18515.png,23,A31,30,57,0,0,30,57
3204,53594.png,23,A31,42,69,0,0,42,69
3205,53027.png,23,A31,40,73,0,0,40,73
3206,16504.png,23,A31,65,161,0,0,65,161
3207,16134.png,23,A31,53,101,0,0,53,101
3208,50353.png,23,A31,63,89,0,0,63,89
3209,17435.png,23,A31,153,176,0,0,153,176
3210,15990.png,23,A31,49,106,0,0,49,106
3211,16323.png,23,A31,56,115,0,0,56,115
3212,47723.png,23,A31,43,82,0,0,43,82
3213,18062.png,23,A31,33,62,0,0,33,62
3214,56263.png,23,A31,55,89,0,0,55,89
3215,27901.png,23,A31,42,73,0,0,42,73
3216,18586.png,23,A31,33,53,0,0,33,53
3218,16349.png,23,A31,57,118,0,0,57,118
3219,18659.png,23,A31,35,55,0,0,35,55
3220,15658.png,23,A31,57,67,0,0,57,67
3221,16542.png,23,A31,60,154,0,0,60,154
3222,16589.png,23,A31,69,160,0,0,69,160
3224,49875.png,23,A31,56,85,0,0,56,85
3225,18214.png,23,A31,33,63,0,0,33,63
3229,52973.png,23,A31,43,79,0,0,43,79
3231,27267.png,23,A31,42,58,0,0,42,58
3232,53495.png,23,A31,47,85,0,0,47,85
3233,48171.png,23,A31,42,66,0,0,42,66
3234,53423.png,23,A31,46,82,0,0,46,82
3235,53036.png,23,A31,39,72,0,0,39,72
3236,16219.png,23,A31,57,109,0,0,57,109
3237,16193.png,23,A31,56,107,0,0,56,107
3238,56211.png,23,A31,62,89,0,0,62,89
3239,15742.png,23,A31,56,68,0,0,56,68
3240,53081.png,23,A31,43,82,0,0,43,82
3241,50214.png,23,A31,60,90,0,0,60,90
3242,56164.png,23,A31,61,86,0,0,61,86
3243,49771.png,23,A31,54,85,0,0,54,85
3244,15331.png,23,A31,54,63,0,0,54,63
3245,56221.png,23,A31,58,87,0,0,58,87
3246,52790.png,23,A31,41,77,0,0,41,77
3247,16495.png,23,A31,64,156,0,0,64,156
3248,50363.png,23,A31,62,89,0,0,62,89
3249,52598.png,23,A31,39,69,0,0,39,69
3250,50757.png,23,A31,47,81,0,0,47,81
3251,27673.png,23,A31,45,74,0,0,45,74
3252,18616.png,23,A31,33,54,0,0,33,54
3253,27790.png,23,A31,42,71,0,0,42,71
3254,27064.png,23,A31,39,51,0,0,39,51
3255,56327.png,23,A31,51,91,0,0,51,91
3256,50333.png,23,A31,63,87,0,0,63,87
3257,14809.png,23,A31,50,64,0,0,50,64
3258,56158.png,23,A31,62,88,0,0,62,88
3260,50264.png,23,A31,59,85,0,0,59,85
3261,48119.png,23,A31,41,71,0,0,41,71
3263,17890.png,23,A31,32,60,0,0,32,60
3264,53072.png,23,A31,42,79,0,0,42,79
3265,17974.png,23,A31,33,64,0,0,33,64
3267,52628.png,23,A31,38,63,0,0,38,63
3268,51132.png,23,A31,45,83,0,0,45,83
3269,53810.png,23,A31,51,69,0,0,51,69
3270,27834.png,23,A31,46,84,0,0,46,84
3271,56152.png,23,A31,64,90,0,0,64,90
3272,52718.png,23,A31,42,74,0,0,42,74
3273,49749.png,23,A31,51,86,0,0,51,86
3274,47811.png,23,A31,41,75,0,0,41,75
3275,56312.png,23,A31,54,92,0,0,54,92
3277,50420.png,23,A31,61,91,0,0,61,91
3278,26281.png,23,A31,36,64,0,0,36,64
3279,14755.png,23,A31,48,63,0,0,48,63
3281,50990.png,23,A31,47,90,0,0,47,90
3283,16535.png,23,A31,58,147,0,0,58,147
3284,48048.png,23,A31,41,75,0,0,41,75
3285,16597.png,23,A31,71,157,0,0,71,157
3286,48066.png,23,A31,42,79,0,0,42,79
3289,18079.png,23,A31,33,61,0,0,33,61
3290,53405.png,23,A31,45,83,0,0,45,83
3291,53261.png,23,A31,39,74,0,0,39,74
3292,49827.png,23,A31,61,89,0,0,61,89
3293,48286.png,23,A31,38,51,0,0,38,51
3295,53522.png,23,A31,44,79,0,0,44,79
3296,50668.png,23,A31,58,89,0,0,58,89
3298,15776.png,23,A31,65,83,0,0,65,83
3302,9706.png,14,B27,39,96,0,0,39,96
3303,43940.png,14,B27,42,93,0,0,42,93
3304,62637.png,14,B27,34,59,0,0,34,59
3305,61085.png,14,B27,39,72,0,0,39,72
3306,33639.png,14,B27,47,71,0,0,47,71
3307,56523.png,14,B27,53,106,0,0,53,106
3308,43031.png,14,B27,49,70,0,0,49,70
3309,47868.png,14,B27,83,100,0,0,83,100
3310,57109.png,14,B27,44,81,0,0,44,81
3311,54076.png,14,B27,44,98,0,0,44,98
3312,47199.png,14,B27,55,66,0,0,55,66
3313,57478.png,14,B27,48,99,0,0,48,99
3314,39425.png,14,B27,42,96,0,0,42,96
3316,33551.png,14,B27,51,74,0,0,51,74
3317,38594.png,14,B27,45,92,0,0,45,92
3319,38635.png,14,B27,48,100,0,0,48,100
3320,36426.png,14,B27,42,78,0,0,42,78
3321,36728.png,14,B27,40,79,0,0,40,79
3322,12562.png,14,B27,54,86,0,0,54,86
3324,41974.png,14,B27,58,93,0,0,58,93
3326,44210.png,14,B27,47,98,0,0,47,98
3327,42139.png,14,B27,57,95,0,0,57,95
3328,33729.png,14,B27,51,78,0,0,51,78
3331,21976.png,14,B27,62,108,0,0,62,108
3332,61742.png,14,B27,41,69,0,0,41,69
3334,54418.png,14,B27,50,103,0,0,50,103
3335,43135.png,14,B27,50,67,0,0,50,67
3336,35107.png,14,B27,42,74,0,0,42,74
3337,56581.png,14,B27,43,89,0,0,43,89
3338,46926.png,14,B27,56,101,0,0,56,101
3339,21106.png,14,B27,45,94,0,0,45,94
3341,21425.png,14,B27,51,96,0,0,51,96
3342,11468.png,14,B27,43,84,0,0,43,84
3343,48688.png,14,B27,59,103,0,0,59,103
3344,22347.png,14,B27,59,108,0,0,59,108
3345,6168.png,14,B27,31,63,0,0,31,63
3346,21134.png,14,B27,45,93,0,0,45,93
3347,57557.png,14,B27,46,96,0,0,46,96
3348,42573.png,14,B27,54,96,0,0,54,96
3349,21709.png,14,B27,57,109,0,0,57,109
3350,8880.png,14,B27,43,101,0,0,43,101
3351,30086.png,14,B27,40,70,0,0,40,70
3352,62394.png,14,B27,35,61,0,0,35,61
3353,57126.png,14,B27,43,78,0,0,43,78
3354,13261.png,14,B27,50,76,0,0,50,76
3355,9283.png,14,B27,43,101,0,0,43,101
3357,61211.png,14,B27,41,72,0,0,41,72
3358,43877.png,14,B27,70,85,0,0,70,85
3360,61196.png,14,B27,41,72,0,0,41,72
3361,45425.png,14,B27,60,97,0,0,60,97
3362,60819.png,14,B27,40,70,0,0,40,70
3364,30541.png,14,B27,55,72,0,0,55,72
3366,56571.png,14,B27,46,96,0,0,46,96
3367,31703.png,14,B27,51,104,0,0,51,104
3369,45762.png,14,B27,59,109,0,0,59,109
3370,45914.png,14,B27,54,113,0,0,54,113
3371,8850.png,14,B27,41,97,0,0,41,97
3372,34900.png,14,B27,40,75,0,0,40,75
3373,56544.png,14,B27,49,100,0,0,49,100
3375,31611.png,14,B27,49,102,0,0,49,102
3376,23996.png,14,B27,40,80,0,0,40,80
3377,9339.png,14,B27,42,101,0,0,42,101
3378,22128.png,14,B27,60,113,0,0,60,113
3379,32221.png,14,B27,50,96,0,0,50,96
3380,46957.png,14,B27,52,93,0,0,52,93
3381,38234.png,14,B27,45,95,0,0,45,95
3382,31067.png,14,B27,46,99,0,0,46,99
3384,23868.png,14,B27,40,91,0,0,40,91
3385,9195.png,14,B27,42,94,0,0,42,94
3386,46257.png,14,B27,53,123,0,0,53,123
3387,38980.png,14,B27,42,97,0,0,42,97
3389,27852.png,14,B27,54,119,0,0,54,119
3391,22205.png,14,B27,67,116,0,0,67,116
3392,8910.png,14,B27,41,93,0,0,41,93
3393,37377.png,14,B27,42,79,0,0,42,79
3394,62304.png,14,B27,38,67,0,0,38,67
3395,46971.png,14,B27,52,90,0,0,52,90
3396,11900.png,14,B27,42,87,0,0,42,87
3397,34372.png,14,B27,43,70,0,0,43,70
3398,41753.png,14,B27,55,89,0,0,55,89
3399,56035.png,14,B27,42,110,0,0,42,110
3400,39777.png,14,B27,41,95,0,0,41,95
3402,43056.png,14,B27,46,69,0,0,46,69
3404,47785.png,14,B27,76,89,0,0,76,89
3406,44228.png,14,B27,44,92,0,0,44,92
3407,34753.png,14,B27,39,75,0,0,39,75
3408,48528.png,14,B27,66,100,0,0,66,100
3409,21600.png,14,B27,58,101,0,0,58,101
3410,41960.png,14,B27,58,91,0,0,58,91
3411,21489.png,14,B27,54,96,0,0,54,96
3412,37392.png,14,B27,43,82,0,0,43,82
3413,45051.png,14,B27,58,94,0,0,58,94
3415,36136.png,14,B27,38,71,0,0,38,71
3416,42587.png,14,B27,54,95,0,0,54,95
3417,27809.png,14,B27,53,123,0,0,53,123
3418,41425.png,14,B27,45,100,0,0,45,100
3419,36073.png,14,B27,39,72,0,0,39,72
3420,11341.png,14,B27,53,100,0,0,53,100
3421,33423.png,14,B27,58,82,0,0,58,82
3422,9754.png,14,B27,39,94,0,0,39,94
3423,30263.png,14,B27,44,68,0,0,44,68
3424,61712.png,14,B27,41,71,0,0,41,71
3425,21078.png,14,B27,45,95,0,0,45,95
3426,40454.png,14,B27,41,77,0,0,41,77
3428,33404.png,14,B27,58,82,0,0,58,82
3429,21829.png,14,B27,60,103,0,0,60,103
3430,54054.png,14,B27,44,98,0,0,44,98
3431,32304.png,14,B27,50,94,0,0,50,94
3432,23240.png,14,B27,48,98,0,0,48,98
3433,25474.png,14,B27,50,81,0,0,50,81
3434,41693.png,14,B27,50,87,0,0,50,87
3435,54358.png,14,B27,47,101,0,0,47,101
3436,37224.png,14,B27,41,81,0,0,41,81
3438,35742.png,14,B27,34,66,0,0,34,66
3439,62697.png,14,B27,34,61,0,0,34,61
3440,55978.png,14,B27,53,104,0,0,53,104
3441,62949.png,14,B27,32,58,0,0,32,58
3442,12418.png,14,B27,43,74,0,0,43,74
3444,62349.png,14,B27,37,63,0,0,37,63
3445,48870.png,14,B27,54,110,0,0,54,110
3446,37240.png,14,B27,41,82,0,0,41,82
3449,38095.png,14,B27,44,93,0,0,44,93
3450,52363.png,7,A8,38,82,0,0,38,82
3451,61933.png,7,A8,46,88,0,0,46,88
3453,23879.png,7,A8,33,67,0,0,33,67
3454,10148.png,7,A8,44,86,0,0,44,86
3455,29161.png,7,A8,58,103,0,0,58,103
3456,20922.png,7,A8,46,88,0,0,46,88
3457,13615.png,7,A8,40,84,0,0,40,84
3458,38272.png,7,A8,41,78,0,0,41,78
3459,28401.png,7,A8,51,92,0,0,51,92
3460,15960.png,7,A8,43,103,0,0,43,103
3461,29512.png,7,A8,44,79,0,0,44,79
3462,23623.png,7,A8,33,63,0,0,33,63
3463,46195.png,7,A8,46,86,0,0,46,86
3464,60925.png,7,A8,47,100,0,0,47,100
3466,53149.png,7,A8,42,95,0,0,42,95
3467,42173.png,7,A8,48,92,0,0,48,92
3468,29035.png,7,A8,60,96,0,0,60,96
3469,12099.png,7,A8,48,100,0,0,48,100
3470,21618.png,7,A8,45,95,0,0,45,95
3471,9105.png,7,A8,42,78,0,0,42,78
3472,62178.png,7,A8,43,85,0,0,43,85
3474,38134.png,7,A8,42,73,0,0,42,73
3475,46320.png,7,A8,46,93,0,0,46,93
3476,24007.png,7,A8,34,68,0,0,34,68
3477,42562.png,7,A8,39,72,0,0,39,72
3478,62421.png,7,A8,41,75,0,0,41,75
3479,25175.png,7,A8,39,70,0,0,39,70
3480,61694.png,7,A8,51,90,0,0,51,90
3481,52017.png,7,A8,41,84,0,0,41,84
3483,8507.png,7,A8,42,84,0,0,42,84
3484,13897.png,7,A8,41,70,0,0,41,70
3485,47634.png,7,A8,54,91,0,0,54,91
3487,48617.png,7,A8,40,85,0,0,40,85
3488,8322.png,7,A8,46,102,0,0,46,102
3489,1172.png,7,A8,87,196,0,0,87,196
3490,12543.png,7,A8,47,90,0,0,47,90
3491,10440.png,7,A8,39,79,0,0,39,79
3492,14829.png,7,A8,42,81,0,0,42,81
3493,21740.png,7,A8,46,89,0,0,46,89
3494,26215.png,7,A8,35,65,0,0,35,65
3496,47312.png,7,A8,53,93,0,0,53,93
3497,42332.png,7,A8,42,85,0,0,42,85
3498,27786.png,7,A8,48,92,0,0,48,92
3499,42008.png,7,A8,40,77,0,0,40,77
3500,9862.png,7,A8,37,78,0,0,37,78
3501,21534.png,7,A8,48,93,0,0,48,93
3502,966.png,7,A8,88,188,0,0,88,188
3503,50306.png,7,A8,44,94,0,0,44,94
3505,56524.png,7,A8,40,83,0,0,40,83
3506,61358.png,7,A8,45,98,0,0,45,98
3507,736.png,7,A8,79,182,0,0,79,182
3508,59944.png,7,A8,53,109,0,0,53,109
3509,20106.png,7,A8,40,79,0,0,40,79
3511,28606.png,7,A8,52,89,0,0,52,89
3512,28203.png,7,A8,50,91,0,0,50,91
3513,25341.png,7,A8,38,69,0,0,38,69
3514,41184.png,7,A8,36,77,0,0,36,77
3517,61432.png,7,A8,47,99,0,0,47,99
3518,15473.png,7,A8,44,83,0,0,44,83
3520,13649.png,7,A8,40,82,0,0,40,82
3522,60862.png,7,A8,46,100,0,0,46,100
3523,39387.png,7,A8,37,75,0,0,37,75
3524,13701.png,7,A8,38,76,0,0,38,76
3525,44042.png,7,A8,37,81,0,0,37,81
3526,14376.png,7,A8,39,73,0,0,39,73
3528,12453.png,7,A8,47,85,0,0,47,85
3531,53041.png,7,A8,40,94,0,0,40,94
3532,20072.png,7,A8,42,81,0,0,42,81
3533,11962.png,7,A8,46,83,0,0,46,83
3534,63193.png,7,A8,41,75,0,0,41,75
3535,14411.png,7,A8,39,72,0,0,39,72
3537,45784.png,7,A8,44,84,0,0,44,84
3538,51791.png,7,A8,35,72,0,0,35,72
3539,9057.png,7,A8,43,81,0,0,43,81
3540,40377.png,7,A8,33,72,0,0,33,72
3541,45257.png,7,A8,36,77,0,0,36,77
3543,44614.png,7,A8,38,91,0,0,38,91
3545,40483.png,7,A8,34,74,0,0,34,74
3546,9398.png,7,A8,45,108,0,0,45,108
3547,40035.png,7,A8,35,71,0,0,35,71
